,sumStudentPop,key1,UID,Province_State,POPESTIMATE2019,Long_,Lat,Country_Region,Combined_Key,Admin2,date,case_count,month,pct_change,ratioStudent,casesPerThousand
8248,0.0,"Morrow,Ohio",84039117,Ohio,35328.0,-82.7892599,40.52363560000001,US,"Morrow, Ohio, US",Morrow,2020-07-01,115,7,0.07476635514018692,0.0,3.2552083333333335
5458,0.0,"Morrow,Ohio",84039117,Ohio,35328.0,-82.7892599,40.52363560000001,US,"Morrow, Ohio, US",Morrow,2020-08-01,158,8,0.37391304347826093,0.0,4.472373188405797
2668,0.0,"Morrow,Ohio",84039117,Ohio,35328.0,-82.7892599,40.52363560000001,US,"Morrow, Ohio, US",Morrow,2020-09-01,233,9,0.47468354430379756,0.0,6.595335144927536
26968,0.0,"Morrow,Ohio",84039117,Ohio,35328.0,-82.7892599,40.52363560000001,US,"Morrow, Ohio, US",Morrow,2020-10-01,264,10,0.1330472103004292,0.0,7.472826086956522
24178,0.0,"Morrow,Ohio",84039117,Ohio,35328.0,-82.7892599,40.52363560000001,US,"Morrow, Ohio, US",Morrow,2020-11-01,474,11,0.7954545454545454,0.0,13.417119565217392
8250,0.0,"Noble,Ohio",84039121,Ohio,14424.0,-81.45937183,39.76818851,US,"Noble, Ohio, US",Noble,2020-07-01,11,7,0.8333333333333333,0.0,0.7626178591236827
5460,0.0,"Noble,Ohio",84039121,Ohio,14424.0,-81.45937183,39.76818851,US,"Noble, Ohio, US",Noble,2020-08-01,16,8,0.4545454545454546,0.0,1.1092623405435387
2670,0.0,"Noble,Ohio",84039121,Ohio,14424.0,-81.45937183,39.76818851,US,"Noble, Ohio, US",Noble,2020-09-01,23,9,0.4375,0.0,1.5945646145313368
26970,0.0,"Noble,Ohio",84039121,Ohio,14424.0,-81.45937183,39.76818851,US,"Noble, Ohio, US",Noble,2020-10-01,48,10,1.0869565217391304,0.0,3.327787021630616
24180,0.0,"Noble,Ohio",84039121,Ohio,14424.0,-81.45937183,39.76818851,US,"Noble, Ohio, US",Noble,2020-11-01,239,11,3.979166666666667,0.0,16.569606211869107
8251,0.0,"Ottawa,Ohio",84039123,Ohio,40525.0,-83.0940185,41.53781826,US,"Ottawa, Ohio, US",Ottawa,2020-07-01,130,7,0.2621359223300972,0.0,3.2078963602714374
5461,0.0,"Ottawa,Ohio",84039123,Ohio,40525.0,-83.0940185,41.53781826,US,"Ottawa, Ohio, US",Ottawa,2020-08-01,346,8,1.6615384615384614,0.0,8.537939543491671
2671,0.0,"Ottawa,Ohio",84039123,Ohio,40525.0,-83.0940185,41.53781826,US,"Ottawa, Ohio, US",Ottawa,2020-09-01,451,9,0.30346820809248554,0.0,11.128932757557063
26971,0.0,"Ottawa,Ohio",84039123,Ohio,40525.0,-83.0940185,41.53781826,US,"Ottawa, Ohio, US",Ottawa,2020-10-01,475,10,0.053215077605321515,0.0,11.721159777914869
24181,0.0,"Ottawa,Ohio",84039123,Ohio,40525.0,-83.0940185,41.53781826,US,"Ottawa, Ohio, US",Ottawa,2020-11-01,665,11,0.3999999999999999,0.0,16.409623689080814
8252,0.0,"Out of OH,Ohio",84080039,Ohio,1.0,0.0,0.0,US,"Out of OH, Ohio, US",Out of OH,2020-07-01,0,7,,0.0,0.0
5462,0.0,"Out of OH,Ohio",84080039,Ohio,1.0,0.0,0.0,US,"Out of OH, Ohio, US",Out of OH,2020-08-01,0,8,,0.0,0.0
2672,0.0,"Out of OH,Ohio",84080039,Ohio,1.0,0.0,0.0,US,"Out of OH, Ohio, US",Out of OH,2020-09-01,0,9,,0.0,0.0
26972,0.0,"Out of OH,Ohio",84080039,Ohio,1.0,0.0,0.0,US,"Out of OH, Ohio, US",Out of OH,2020-10-01,0,10,,0.0,0.0
24182,0.0,"Out of OH,Ohio",84080039,Ohio,1.0,0.0,0.0,US,"Out of OH, Ohio, US",Out of OH,2020-11-01,0,11,,0.0,0.0
8253,0.0,"Paulding,Ohio",84039125,Ohio,18672.0,-84.5801017,41.11676341,US,"Paulding, Ohio, US",Paulding,2020-07-01,23,7,0.6428571428571428,0.0,1.2317909168808914
5463,0.0,"Paulding,Ohio",84039125,Ohio,18672.0,-84.5801017,41.11676341,US,"Paulding, Ohio, US",Paulding,2020-08-01,59,8,1.5652173913043477,0.0,3.1598114824335903
2673,0.0,"Paulding,Ohio",84039125,Ohio,18672.0,-84.5801017,41.11676341,US,"Paulding, Ohio, US",Paulding,2020-09-01,79,9,0.3389830508474576,0.0,4.230934018851756
26973,0.0,"Paulding,Ohio",84039125,Ohio,18672.0,-84.5801017,41.11676341,US,"Paulding, Ohio, US",Paulding,2020-10-01,123,10,0.5569620253164558,0.0,6.587403598971722
24183,0.0,"Paulding,Ohio",84039125,Ohio,18672.0,-84.5801017,41.11676341,US,"Paulding, Ohio, US",Paulding,2020-11-01,295,11,1.3983739837398375,0.0,15.79905741216795
8254,0.0,"Perry,Ohio",84039127,Ohio,36134.0,-82.23804971,39.73508655,US,"Perry, Ohio, US",Perry,2020-07-01,30,7,0.6666666666666667,0.0,0.8302429844467814
5464,0.0,"Perry,Ohio",84039127,Ohio,36134.0,-82.23804971,39.73508655,US,"Perry, Ohio, US",Perry,2020-08-01,102,8,2.4,0.0,2.822826147119057
2674,0.0,"Perry,Ohio",84039127,Ohio,36134.0,-82.23804971,39.73508655,US,"Perry, Ohio, US",Perry,2020-09-01,235,9,1.3039215686274508,0.0,6.503570044833121
26974,0.0,"Perry,Ohio",84039127,Ohio,36134.0,-82.23804971,39.73508655,US,"Perry, Ohio, US",Perry,2020-10-01,309,10,0.3148936170212766,0.0,8.55150273980185
24184,0.0,"Perry,Ohio",84039127,Ohio,36134.0,-82.23804971,39.73508655,US,"Perry, Ohio, US",Perry,2020-11-01,432,11,0.3980582524271845,0.0,11.955498976033653
8255,0.0,"Pickaway,Ohio",84039129,Ohio,58457.0,-83.0243386,39.64170392,US,"Pickaway, Ohio, US",Pickaway,2020-07-01,2176,7,0.043144774688398835,0.0,37.223942385000946
5465,0.0,"Pickaway,Ohio",84039129,Ohio,58457.0,-83.0243386,39.64170392,US,"Pickaway, Ohio, US",Pickaway,2020-08-01,2348,8,0.07904411764705888,0.0,40.166276066168294
2675,0.0,"Pickaway,Ohio",84039129,Ohio,58457.0,-83.0243386,39.64170392,US,"Pickaway, Ohio, US",Pickaway,2020-09-01,2495,9,0.06260647359454863,0.0,42.680944968096206
26975,0.0,"Pickaway,Ohio",84039129,Ohio,58457.0,-83.0243386,39.64170392,US,"Pickaway, Ohio, US",Pickaway,2020-10-01,2692,10,0.07895791583166334,0.0,46.050943428503004
24185,0.0,"Pickaway,Ohio",84039129,Ohio,58457.0,-83.0243386,39.64170392,US,"Pickaway, Ohio, US",Pickaway,2020-11-01,3243,11,0.2046805349182763,0.0,55.47667516294028
8256,0.0,"Pike,Ohio",84039131,Ohio,27772.0,-83.06769584,39.07634001,US,"Pike, Ohio, US",Pike,2020-07-01,20,7,1.5,0.0,0.7201497911565605
5466,0.0,"Pike,Ohio",84039131,Ohio,27772.0,-83.06769584,39.07634001,US,"Pike, Ohio, US",Pike,2020-08-01,63,8,2.15,0.0,2.2684718421431658
2676,0.0,"Pike,Ohio",84039131,Ohio,27772.0,-83.06769584,39.07634001,US,"Pike, Ohio, US",Pike,2020-09-01,108,9,0.7142857142857142,0.0,3.888808872245427
26976,0.0,"Pike,Ohio",84039131,Ohio,27772.0,-83.06769584,39.07634001,US,"Pike, Ohio, US",Pike,2020-10-01,210,10,0.9444444444444444,0.0,7.561572807143887
24186,0.0,"Pike,Ohio",84039131,Ohio,27772.0,-83.06769584,39.07634001,US,"Pike, Ohio, US",Pike,2020-11-01,384,11,0.8285714285714285,0.0,13.826875990205963
8258,0.0,"Preble,Ohio",84039135,Ohio,40882.0,-84.64787018,39.7420247,US,"Preble, Ohio, US",Preble,2020-07-01,66,7,0.6923076923076923,0.0,1.6144024264957684
5468,0.0,"Preble,Ohio",84039135,Ohio,40882.0,-84.64787018,39.7420247,US,"Preble, Ohio, US",Preble,2020-08-01,162,8,1.4545454545454546,0.0,3.96262413776234
2678,0.0,"Preble,Ohio",84039135,Ohio,40882.0,-84.64787018,39.7420247,US,"Preble, Ohio, US",Preble,2020-09-01,352,9,1.1728395061728394,0.0,8.610146274644098
26978,0.0,"Preble,Ohio",84039135,Ohio,40882.0,-84.64787018,39.7420247,US,"Preble, Ohio, US",Preble,2020-10-01,464,10,0.3181818181818181,0.0,11.349738271121765
24188,0.0,"Preble,Ohio",84039135,Ohio,40882.0,-84.64787018,39.7420247,US,"Preble, Ohio, US",Preble,2020-11-01,798,11,0.7198275862068966,0.0,19.51959297490338
8259,0.0,"Putnam,Ohio",84039137,Ohio,33861.0,-84.1336111,41.02094889,US,"Putnam, Ohio, US",Putnam,2020-07-01,115,7,0.23655913978494625,0.0,3.3962375594341574
5469,0.0,"Putnam,Ohio",84039137,Ohio,33861.0,-84.1336111,41.02094889,US,"Putnam, Ohio, US",Putnam,2020-08-01,192,8,0.6695652173913043,0.0,5.670240099229202
2679,0.0,"Putnam,Ohio",84039137,Ohio,33861.0,-84.1336111,41.02094889,US,"Putnam, Ohio, US",Putnam,2020-09-01,343,9,0.7864583333333333,0.0,10.129647677268835
26979,0.0,"Putnam,Ohio",84039137,Ohio,33861.0,-84.1336111,41.02094889,US,"Putnam, Ohio, US",Putnam,2020-10-01,636,10,0.8542274052478134,0.0,18.78267032869673
24189,0.0,"Putnam,Ohio",84039137,Ohio,33861.0,-84.1336111,41.02094889,US,"Putnam, Ohio, US",Putnam,2020-11-01,1341,11,1.108490566037736,0.0,39.60308319305396
8265,0.0,"Shelby,Ohio",84039149,Ohio,48590.0,-84.20258189,40.33163494,US,"Shelby, Ohio, US",Shelby,2020-07-01,59,7,0.37209302325581395,0.0,1.2142416135007204
5475,0.0,"Shelby,Ohio",84039149,Ohio,48590.0,-84.20258189,40.33163494,US,"Shelby, Ohio, US",Shelby,2020-08-01,153,8,1.593220338983051,0.0,3.1487960485696647
2685,0.0,"Shelby,Ohio",84039149,Ohio,48590.0,-84.20258189,40.33163494,US,"Shelby, Ohio, US",Shelby,2020-09-01,374,9,1.4444444444444446,0.0,7.6970570076147355
26985,0.0,"Shelby,Ohio",84039149,Ohio,48590.0,-84.20258189,40.33163494,US,"Shelby, Ohio, US",Shelby,2020-10-01,690,10,0.8449197860962567,0.0,14.200452768059272
24195,0.0,"Shelby,Ohio",84039149,Ohio,48590.0,-84.20258189,40.33163494,US,"Shelby, Ohio, US",Shelby,2020-11-01,1093,11,0.5840579710144929,0.0,22.494340399259105
8270,0.0,"Unassigned,Ohio",84090039,Ohio,1.0,0.0,0.0,US,"Unassigned, Ohio, US",Unassigned,2020-07-01,0,7,,0.0,0.0
5480,0.0,"Unassigned,Ohio",84090039,Ohio,1.0,0.0,0.0,US,"Unassigned, Ohio, US",Unassigned,2020-08-01,0,8,,0.0,0.0
2690,0.0,"Unassigned,Ohio",84090039,Ohio,1.0,0.0,0.0,US,"Unassigned, Ohio, US",Unassigned,2020-09-01,0,9,,0.0,0.0
26990,0.0,"Unassigned,Ohio",84090039,Ohio,1.0,0.0,0.0,US,"Unassigned, Ohio, US",Unassigned,2020-10-01,0,10,,0.0,0.0
24200,0.0,"Unassigned,Ohio",84090039,Ohio,1.0,0.0,0.0,US,"Unassigned, Ohio, US",Unassigned,2020-11-01,0,11,,0.0,0.0
8271,0.0,"Union,Ohio",84039159,Ohio,58988.0,-83.37239023,40.30016061,US,"Union, Ohio, US",Union,2020-07-01,80,7,0.5384615384615385,0.0,1.356208042313691
5481,0.0,"Union,Ohio",84039159,Ohio,58988.0,-83.37239023,40.30016061,US,"Union, Ohio, US",Union,2020-08-01,212,8,1.65,0.0,3.593951312131281
2691,0.0,"Union,Ohio",84039159,Ohio,58988.0,-83.37239023,40.30016061,US,"Union, Ohio, US",Union,2020-09-01,376,9,0.7735849056603774,0.0,6.3741777988743475
26991,0.0,"Union,Ohio",84039159,Ohio,58988.0,-83.37239023,40.30016061,US,"Union, Ohio, US",Union,2020-10-01,573,10,0.5239361702127661,0.0,9.713840103071812
24201,0.0,"Union,Ohio",84039159,Ohio,58988.0,-83.37239023,40.30016061,US,"Union, Ohio, US",Union,2020-11-01,902,11,0.5741710296684119,0.0,15.291245677086867
8272,0.0,"Van Wert,Ohio",84039161,Ohio,28275.0,-84.59111700000003,40.8554138,US,"Van Wert, Ohio, US",Van Wert,2020-07-01,27,7,3.5,0.0,0.9549071618037135
5482,0.0,"Van Wert,Ohio",84039161,Ohio,28275.0,-84.59111700000003,40.8554138,US,"Van Wert, Ohio, US",Van Wert,2020-08-01,66,8,1.4444444444444446,0.0,2.3342175066313
2692,0.0,"Van Wert,Ohio",84039161,Ohio,28275.0,-84.59111700000003,40.8554138,US,"Van Wert, Ohio, US",Van Wert,2020-09-01,91,9,0.3787878787878789,0.0,3.218390804597701
26992,0.0,"Van Wert,Ohio",84039161,Ohio,28275.0,-84.59111700000003,40.8554138,US,"Van Wert, Ohio, US",Van Wert,2020-10-01,131,10,0.43956043956043955,0.0,4.633068081343944
24202,0.0,"Van Wert,Ohio",84039161,Ohio,28275.0,-84.59111700000003,40.8554138,US,"Van Wert, Ohio, US",Van Wert,2020-11-01,351,11,1.6793893129770994,0.0,12.413793103448276
8273,0.0,"Vinton,Ohio",84039163,Ohio,13085.0,-82.4831444,39.25208988,US,"Vinton, Ohio, US",Vinton,2020-07-01,22,7,0.04761904761904767,0.0,1.6813144822315629
5483,0.0,"Vinton,Ohio",84039163,Ohio,13085.0,-82.4831444,39.25208988,US,"Vinton, Ohio, US",Vinton,2020-08-01,30,8,0.36363636363636354,0.0,2.292701566679404
2693,0.0,"Vinton,Ohio",84039163,Ohio,13085.0,-82.4831444,39.25208988,US,"Vinton, Ohio, US",Vinton,2020-09-01,39,9,0.30000000000000004,0.0,2.980512036683225
26993,0.0,"Vinton,Ohio",84039163,Ohio,13085.0,-82.4831444,39.25208988,US,"Vinton, Ohio, US",Vinton,2020-10-01,48,10,0.23076923076923084,0.0,3.6683225066870464
24203,0.0,"Vinton,Ohio",84039163,Ohio,13085.0,-82.4831444,39.25208988,US,"Vinton, Ohio, US",Vinton,2020-11-01,129,11,1.6875,0.0,9.858616736721435
8274,0.0,"Warren,Ohio",84039165,Ohio,234602.0,-84.16557457,39.42581994,US,"Warren, Ohio, US",Warren,2020-07-01,757,7,1.0026455026455028,0.0,3.2267414600046034
5484,0.0,"Warren,Ohio",84039165,Ohio,234602.0,-84.16557457,39.42581994,US,"Warren, Ohio, US",Warren,2020-08-01,1579,8,1.0858652575957728,0.0,6.7305479066674625
2694,0.0,"Warren,Ohio",84039165,Ohio,234602.0,-84.16557457,39.42581994,US,"Warren, Ohio, US",Warren,2020-09-01,2367,9,0.49905003166561124,0.0,10.089428052616773
26994,0.0,"Warren,Ohio",84039165,Ohio,234602.0,-84.16557457,39.42581994,US,"Warren, Ohio, US",Warren,2020-10-01,3189,10,0.3472750316856781,0.0,13.59323449927963
24204,0.0,"Warren,Ohio",84039165,Ohio,234602.0,-84.16557457,39.42581994,US,"Warren, Ohio, US",Warren,2020-11-01,4921,11,0.5431169645656946,0.0,20.975950759158064
8277,0.0,"Williams,Ohio",84039171,Ohio,36692.0,-84.58429552,41.56052014,US,"Williams, Ohio, US",Williams,2020-07-01,65,7,0.18181818181818188,0.0,1.7715033249754715
5487,0.0,"Williams,Ohio",84039171,Ohio,36692.0,-84.58429552,41.56052014,US,"Williams, Ohio, US",Williams,2020-08-01,120,8,0.8461538461538463,0.0,3.2704676768777934
2697,0.0,"Williams,Ohio",84039171,Ohio,36692.0,-84.58429552,41.56052014,US,"Williams, Ohio, US",Williams,2020-09-01,160,9,0.33333333333333326,0.0,4.360623569170391
26997,0.0,"Williams,Ohio",84039171,Ohio,36692.0,-84.58429552,41.56052014,US,"Williams, Ohio, US",Williams,2020-10-01,226,10,0.4125000000000001,0.0,6.159380791453178
24207,0.0,"Williams,Ohio",84039171,Ohio,36692.0,-84.58429552,41.56052014,US,"Williams, Ohio, US",Williams,2020-11-01,452,11,1.0,0.0,12.318761582906356
8279,0.0,"Wyandot,Ohio",84039175,Ohio,21772.0,-83.30734173,40.84339621,US,"Wyandot, Ohio, US",Wyandot,2020-07-01,58,7,0.38095238095238093,0.0,2.6639720742237736
5489,0.0,"Wyandot,Ohio",84039175,Ohio,21772.0,-83.30734173,40.84339621,US,"Wyandot, Ohio, US",Wyandot,2020-08-01,119,8,1.0517241379310347,0.0,5.465735807459121
2699,0.0,"Wyandot,Ohio",84039175,Ohio,21772.0,-83.30734173,40.84339621,US,"Wyandot, Ohio, US",Wyandot,2020-09-01,187,9,0.5714285714285714,0.0,8.589013411721478
26999,0.0,"Wyandot,Ohio",84039175,Ohio,21772.0,-83.30734173,40.84339621,US,"Wyandot, Ohio, US",Wyandot,2020-10-01,217,10,0.160427807486631,0.0,9.966930001837222
24209,0.0,"Wyandot,Ohio",84039175,Ohio,21772.0,-83.30734173,40.84339621,US,"Wyandot, Ohio, US",Wyandot,2020-11-01,337,11,0.5529953917050692,0.0,15.478596362300202
